,go_term,negative_log_p_value,fold_enrichment
0,anterior/posterior pattern specification (GO:0009952),18.931229083906324,8.769888597640891
1,regionalization (GO:0003002),17.715747560557034,6.450187969924813
2,pattern specification process (GO:0007389),15.826335999987434,5.148859018443264
3,cellular metabolic process (GO:0044237),15.29415296232424,0.40072012456208644
4,primary metabolic process (GO:0044238),14.618241888195515,0.44762234168708986
5,metabolic process (GO:0008152),14.48915954914379,0.48834530983713126
6,nitrogen compound metabolic process (GO:0006807),13.683316216320478,0.4383436235895253
7,organic substance metabolic process (GO:0071704),13.27855193128732,0.49677425341969966
8,macromolecule metabolic process (GO:0043170),12.591388106197636,0.42082020823815136
9,regulation of transcription by RNA polymerase II (GO:0006357),12.252631619118384,2.1444523626795307
10,cell population proliferation (GO:0008283),11.534345492255891,3.482023477914843
11,neuron fate commitment (GO:0048663),11.433467346448486,12.97626050420168
12,animal organ development (GO:0048513),11.337688394994638,1.9433817718851523
13,"phagocytosis, recognition (GO:0006910)",11.295464077599126,9.621028037383176
14,anatomical structure development (GO:0048856),11.276833268394178,1.686779326816263
15,defense response to bacterium (GO:0042742),11.233680481920269,4.69354103343465
16,multicellular organism development (GO:0007275),11.17931029638173,1.773954250574402
17,anatomical structure morphogenesis (GO:0009653),10.986327950442103,2.1694776167060477
18,cellular response to stress (GO:0033554),10.79354707521486,0.0
19,"complement activation, classical pathway (GO:0006958)",10.542109887967754,8.50785123966942
20,central nervous system development (GO:0007417),10.49282498031138,2.844570323293728
21,regulation of ossification (GO:0030278),10.491913925737284,8.438114754098361
22,regulation of B cell activation (GO:0050864),10.447776929369615,5.935329916720051
23,humoral immune response mediated by circulating immunoglobulin (GO:0002455),10.343944033379461,8.235600000000002
24,neuroblast proliferation (GO:0007405),10.269145433967159,14.706428571428571
25,positive regulation of B cell activation (GO:0050871),10.258285861864243,6.722938775510205
26,embryo development (GO:0009790),10.162347525105577,2.7774180493727236
27,positive regulation of lymphocyte activation (GO:0051251),10.156665916185222,4.191856124872753
28,B cell receptor signaling pathway (GO:0050853),10.152511162387224,7.980232558139535
29,"phagocytosis, engulfment (GO:0006911)",10.013113234485951,7.798863636363636
30,nucleosome assembly (GO:0006334),9.771680002170582,9.488018433179723
31,developmental process (GO:0032502),9.760187914114542,1.5802221998540475
32,embryonic morphogenesis (GO:0048598),9.684252302046403,3.4837563451776647
33,complement activation (GO:0006956),9.657645654547576,7.3532142857142855
34,plasma membrane invagination (GO:0099024),9.614782078835713,7.301063829787234
35,cell fate commitment (GO:0045165),9.593684304850939,5.294314285714286
36,system development (GO:0048731),9.544087990502607,1.7626256234646018
37,neural precursor cell proliferation (GO:0061351),9.389987717030802,8.823857142857143
38,membrane invagination (GO:0010324),9.323806403060685,6.9557432432432424
