,go_term,negative_log_p_value,fold_enrichment
0,regionalization (GO:0003002),23.84474315388707,5.098519915423739
1,pattern specification process (GO:0007389),20.92920617873004,4.1090242981061875
2,anatomical structure development (GO:0048856),17.00264450138971,1.577543300185916
3,neurogenesis (GO:0022008),15.486515127953288,2.339481857435043
4,anterior/posterior pattern specification (GO:0009952),14.706974599244097,4.922212593013179
5,nervous system development (GO:0007399),14.34318317549899,1.9283907962244122
6,animal organ development (GO:0048513),14.307522736392038,1.7106352692451685
7,embryonic organ development (GO:0048568),14.180161736214256,3.397573505144284
8,tissue development (GO:0009888),14.07017221493382,2.0593584986846127
9,neuron differentiation (GO:0030182),13.803483456441992,2.3929348075423222
10,central nervous system development (GO:0007417),13.513541084495955,2.399816657110995
11,regulation of cell differentiation (GO:0045595),13.395675080550907,2.0785529300508685
12,neuron fate commitment (GO:0048663),13.170168292410565,8.87626940026825
13,generation of neurons (GO:0048699),13.137976182919108,2.3064732950726436
14,cell fate commitment (GO:0045165),13.01328833901321,4.292169381107493
15,developmental process (GO:0032502),12.634679840392346,1.4530584867563785
16,skeletal muscle cell differentiation (GO:0035914),12.602076715363294,9.935577271082156
17,nitrogen compound metabolic process (GO:0006807),12.512134213665947,0.6296727622246927
18,system development (GO:0048731),12.38241778662715,1.59013244886978
19,regulation of multicellular organismal process (GO:0051239),12.349394792643862,1.7315001480604086
20,positive regulation of cell differentiation (GO:0045597),11.941688306560991,2.4276976137485815
21,positive regulation of developmental process (GO:0051094),11.831422903938144,2.1036117672530183
22,anatomical structure morphogenesis (GO:0009653),11.692051767163058,1.798796957884789
23,regulation of developmental process (GO:0050793),11.619123777966875,1.751399970947086
24,positive regulation of transcription by RNA polymerase II (GO:0045944),11.363192645353362,2.1307433385164276
25,multicellular organism development (GO:0007275),11.253056808176972,1.5227658636852501
26,regulation of neurogenesis (GO:0050767),10.750016103760112,3.2363877706071906
27,cell differentiation (GO:0030154),10.56700690546922,1.562757038801925
28,positive regulation of multicellular organismal process (GO:0051240),10.548832850824954,1.9477666333408583
29,animal organ morphogenesis (GO:0009887),10.461115451491057,2.2065302463943675
30,muscle structure development (GO:0061061),10.366538606386722,2.822380918188168
31,cellular developmental process (GO:0048869),10.21808909748839,1.5526092658226915
32,glial cell differentiation (GO:0010001),10.110167747913474,4.30364576982703
33,regulation of cell development (GO:0060284),9.982728179033167,2.745356877535859
34,skeletal muscle tissue development (GO:0007519),9.811209665246663,5.004861685060042
35,cell fate specification (GO:0001708),9.590210863767059,6.312013795746313
36,embryonic organ morphogenesis (GO:0048562),9.512384067089386,3.3421169391929184
37,regulation of nervous system development (GO:0051960),9.483254069032565,2.819110143841342
38,regulation of multicellular organismal development (GO:2000026),9.421416767063153,1.939700551838165
39,cell fate determination (GO:0001709),9.334086333890458,9.14524726088244
40,skeletal muscle organ development (GO:0060538),9.140009791698379,4.593503190397573
41,positive regulation of neuron differentiation (GO:0045666),9.075975450796166,5.831751876504744
42,gliogenesis (GO:0042063),8.962901801149991,3.544093111940892
43,regulation of cell population proliferation (GO:0042127),8.86416540569531,1.8028265209624883
44,epithelium development (GO:0060429),8.852254790481593,2.064505445087267
45,stem cell differentiation (GO:0048863),8.828330837585916,4.031238319004645
46,cellular metabolic process (GO:0044237),8.73753471096418,0.6903466496255994
47,macromolecule metabolic process (GO:0043170),8.700975795799916,0.6660231691985304
48,positive regulation of cellular biosynthetic process (GO:0031328),8.684514782087044,1.70282598737785
49,neuron fate specification (GO:0048665),8.668521750556437,10.816959125774929
50,outflow tract morphogenesis (GO:0003151),8.494800679449167,6.259413680781759
51,embryo development (GO:0009790),8.4019187497838,2.0265200099657656
52,ganglion development (GO:0061548),8.401849224421728,15.780034489365779
53,regulation of neuron differentiation (GO:0045664),8.305941883943305,3.7831621147582055
54,oligodendrocyte differentiation (GO:0048709),8.198727631878688,5.942481342514329
55,organonitrogen compound metabolic process (GO:1901564),8.197641910894255,0.642155802080714
56,positive regulation of biosynthetic process (GO:0009891),8.185822850476026,1.6710050896740956
57,epithelial cell differentiation (GO:0030855),8.154402382165793,2.3797310076704843
58,cellular macromolecule metabolic process (GO:0044260),8.152307598369328,0.4794172511661962
59,negative regulation of cell differentiation (GO:0045596),8.063887770734574,2.281802324460806
60,positive regulation of cell development (GO:0010720),8.060936299919806,3.0484157536274803
61,regulation of striated muscle cell differentiation (GO:0051153),7.9189188606244025,5.65609669950159
62,positive regulation of biological process (GO:0048518),7.914303230043994,1.319174837546917
63,cell migration (GO:0016477),7.8944280885920035,2.0795394288311493
64,macromolecule catabolic process (GO:0009057),7.887793739718696,0.20343320499435152
65,head development (GO:0060322),7.842792063281897,2.1187045092040324
66,brain development (GO:0007420),7.779276381791835,2.163391825154986
67,glial cell development (GO:0021782),7.765182083437649,4.747974979101208
68,regulation of long-chain fatty acid import into cell (GO:0140212),7.652670602846519,25.14942996742671
69,positive regulation of cellular process (GO:0048522),7.608072519121238,1.3365717043241474
70,positive regulation of cell-cell adhesion (GO:0022409),7.576922306256517,2.8978767040656295
71,regulation of apoptotic process (GO:0042981),7.571444598764739,1.781703485430775
72,muscle tissue development (GO:0060537),7.518767858127728,2.88009831937811
73,positive regulation of nucleic acid-templated transcription (GO:1903508),7.499769096923873,1.7206218364497963
74,positive regulation of DNA-templated transcription (GO:0045893),7.499769096923873,1.7206218364497963
75,positive regulation of macromolecule biosynthetic process (GO:0010557),7.47435189419358,1.6567817991922897
76,positive regulation of RNA biosynthetic process (GO:1902680),7.47427633996979,1.7146231548584547
77,positive regulation of RNA metabolic process (GO:0051254),7.377012471207193,1.669370531748382
78,regulation of cellular process (GO:0050794),7.358876876963719,1.1809988268723965
79,oligodendrocyte development (GO:0014003),7.298856115314973,7.7982728581168095
80,positive regulation of striated muscle cell differentiation (GO:0051155),7.298856115314973,7.7982728581168095
81,regulation of transcription by RNA polymerase II (GO:0006357),7.236793250673296,1.5440939350684089
82,regulation of oligodendrocyte differentiation (GO:0048713),7.203173637441088,7.6210393840687
83,stem cell fate commitment (GO:0048865),7.124437554062923,20.11954397394137
84,neuron fate determination (GO:0048664),7.124437554062923,20.11954397394137
85,regulation of programmed cell death (GO:0043067),7.0788030958629635,1.7460218401951786
86,embryonic morphogenesis (GO:0048598),7.055824272331067,2.269548107607599
87,positive regulation of cell population proliferation (GO:0008284),7.047703399612459,1.9787398358635697
88,muscle organ development (GO:0007517),7.033313456878417,2.867917452425853
89,primary metabolic process (GO:0044238),7.0276446647973465,0.7422816444914726
90,regulation of biological process (GO:0050789),7.020328519159446,1.1645227044604383
91,positive regulation of heart rate (GO:0010460),6.984386343078252,10.31771485843147
92,positive regulation of neurogenesis (GO:0050769),6.956971597730612,3.1935784085621224
93,regulation of cell death (GO:0010941),6.93220660225855,1.7029843750615423
94,forebrain development (GO:0030900),6.928857619630783,2.59272473890997
95,noradrenergic neuron differentiation (GO:0003357),6.8941703233342135,18.29049452176488
96,cerebral cortex GABAergic interneuron differentiation (GO:0021892),6.8941703233342135,18.29049452176488
97,cell fate commitment involved in pattern specification (GO:0060581),6.8941703233342135,18.29049452176488
98,ventral spinal cord interneuron fate commitment (GO:0060579),6.8941703233342135,18.29049452176488
99,cellular nitrogen compound metabolic process (GO:0034641),6.893419321728886,0.6006394320049667
100,negative regulation of transcription by RNA polymerase II (GO:0000122),6.828916738892949,1.9279508257028004
