,go_term,negative_log_p_value,fold_enrichment
0,regulation of cell death (GO:0010941),10.809843888250352,2.60276464768605
1,negative regulation of cell death (GO:0060548),10.303510380612058,3.1134406689201213
2,cellular component organization or biogenesis (GO:0071840),10.121681440402517,1.6668079432353924
3,biological_process (GO:0008150),9.894790880733746,1.1315861254732729
4,cellular component organization (GO:0016043),8.8422099440732,1.62670485408128
5,regulation of plasminogen activation (GO:0010755),8.61628270925129,31.195454545454545
6,cellular process (GO:0009987),8.493080492514814,1.2068435619153512
7,positive regulation of insulin receptor signaling pathway (GO:0046628),8.084025083593646,25.523553719008266
8,anatomical structure morphogenesis (GO:0009653),8.039071413846155,2.091782826025115
9,organelle organization (GO:0006996),7.94460620020849,1.917499849786697
10,protein localization to organelle (GO:0033365),7.889377418465495,3.2364160335341894
11,response to tumor cell (GO:0002347),7.851370714724884,23.396590909090907
12,lactate biosynthetic process (GO:0019249),7.78968550874383,93.58636363636364
13,"pentose-phosphate shunt, oxidative branch (GO:0009051)",7.78968550874383,93.58636363636364
14,negative regulation of programmed cell death (GO:0043069),7.773868355420116,2.8544860368389777
15,apoptotic process (GO:0006915),7.7501107290881786,2.717900202411335
16,positive regulation of cellular response to insulin stimulus (GO:1900078),7.74190619812107,22.460727272727272
17,negative regulation of intracellular signal transduction (GO:1902532),7.574397958003422,3.6133731133731133
18,positive regulation of protein processing (GO:0010954),7.535072070794055,20.796969696969697
19,osteoclast proliferation (GO:0002158),7.456692506196869,74.86909090909091
20,methylglyoxal catabolic process (GO:0051596),7.456692506196869,74.86909090909091
21,methylglyoxal catabolic process to lactate (GO:0061727),7.456692506196869,74.86909090909091
22,regulation of programmed cell death (GO:0043067),7.40648254490511,2.3740199053283164
23,regulation of cell-matrix adhesion (GO:0001952),7.403357956883835,7.6086474501108645
24,regulation of protein processing (GO:0070613),7.38604698702034,10.850592885375494
25,programmed cell death (GO:0012501),7.351750067223705,2.6141442356526157
26,positive regulation of protein maturation (GO:1903319),7.342571434221861,19.362695924764893
27,regulation of mononuclear cell migration (GO:0071675),7.3329886627263745,7.486909090909091
28,regulation of cell activation (GO:0050865),7.317690534215077,3.031137283768863
29,response to oxygen-containing compound (GO:1901700),7.196704059265706,2.292896078776156
30,regulation of ubiquitin-specific protease activity (GO:2000152),7.172488265561812,62.39090909090908
31,regulation of cellular component organization (GO:0051128),7.133153814317706,1.9794070143054914
32,regulation of protein maturation (GO:1903317),7.088045186587229,9.982545454545455
33,ribosomal large subunit biogenesis (GO:0042273),7.040815300395379,9.851196172248804
34,cell death (GO:0008219),7.037891454787117,2.533926813258943
35,methylglyoxal metabolic process (GO:0009438),6.92465026547812,53.47792207792208
36,regulation of apoptotic process (GO:0042981),6.823597580870696,2.295033440673768
37,negative regulation of apoptotic process (GO:0043066),6.818484753155144,2.709627454950395
38,positive regulation of cytokine production involved in immune response (GO:0002720),6.814084182062415,9.243097643097643
39,regulation of cell adhesion (GO:0030155),6.782869016335112,2.84673349464224
40,regulation of autophagy of mitochondrion (GO:1903146),6.758425584258582,15.597727272727273
41,membrane hyperpolarization (GO:0060081),6.704981737488109,46.79318181818182
42,positive regulation of plasminogen activation (GO:0010756),6.704981737488109,46.79318181818182
43,positive regulation of gene expression (GO:0010628),6.6608834145074045,2.439262301555959
44,negative regulation of biological process (GO:0048519),6.5738838854111785,1.5497929996236355
45,cell-cell fusion (GO:0140253),6.541927892413741,14.397902097902099
46,syncytium formation by plasma membrane fusion (GO:0000768),6.541927892413741,14.397902097902099
47,nitrogen compound metabolic process (GO:0006807),6.510630131766104,1.4505188998780656
48,negative regulation of antigen processing and presentation (GO:0002578),6.507784659283112,41.593939393939394
49,granzyme-mediated programmed cell death signaling pathway (GO:0140507),6.507784659283112,41.593939393939394
50,regulation of extrinsic apoptotic signaling pathway (GO:2001236),6.433164842631763,6.077036599763873
51,negative regulation of apoptotic signaling pathway (GO:2001234),6.430625759720494,4.90408892417626
52,negative regulation of protein modification process (GO:0031400),6.408725695004882,3.349015000903669
53,cellular response to cytokine stimulus (GO:0071345),6.403195602893099,2.8836134453781512
54,cellular component disassembly (GO:0022411),6.3393478990027905,4.120154373927959
55,primary metabolic process (GO:0044238),6.336214822532856,1.424252905368013
56,regulation of developmental process (GO:0050793),6.328413593248268,1.8799992695131305
57,syncytium formation (GO:0006949),6.277953208008692,13.058562367864694
58,negative regulation of catabolic process (GO:0009895),6.202046182711051,4.019046291132181
59,negative regulation of extrinsic apoptotic signaling pathway (GO:2001237),6.141662962059536,7.639703153988868
60,regulation of proteolysis (GO:0030162),6.096661043483573,2.771063257065949
61,response to reactive oxygen species (GO:0000302),6.089657218643216,5.603973870440936
62,regulation of small molecule metabolic process (GO:0062012),6.085278155471644,3.9345618345618343
63,negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124),6.037785638584225,11.947195357833657
64,neuronal ion channel clustering (GO:0045161),6.01467073935141,31.19545454545454
65,regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041),5.98100455372672,11.698295454545454
66,response to hydrogen peroxide (GO:0042542),5.967668247461989,7.268843777581641
67,negative regulation of stress-activated MAPK cascade (GO:0032873),5.92542376038225,11.459554730983301
68,negative regulation of stress-activated protein kinase signaling cascade (GO:0070303),5.92542376038225,11.459554730983301
69,reactive oxygen species metabolic process (GO:0072593),5.900632494818136,7.13038961038961
70,pentose-phosphate shunt (GO:0006098),5.875037875053565,28.795804195804198
71,positive regulation of autophagy of mitochondrion (GO:1903599),5.875037875053565,28.795804195804198
72,regulation of tau-protein kinase activity (GO:1902947),5.875037875053565,28.795804195804198
73,protein localization to lysosome (GO:0061462),5.870996568448936,11.230363636363636
74,monosaccharide metabolic process (GO:0005996),5.869242611523061,5.317407024793389
75,ribonucleoprotein complex biogenesis (GO:0022613),5.789968772149397,3.334926098400486
76,regulation of triglyceride catabolic process (GO:0010896),5.744973049194152,26.73896103896104
77,negative regulation of B cell apoptotic process (GO:0002903),5.744973049194152,26.73896103896104
78,regulation of kinase activity (GO:0043549),5.700620278666242,2.629501915708812
79,aldehyde catabolic process (GO:0046185),5.62327505892977,24.956363636363637
80,glucose metabolic process (GO:0006006),5.615382293946298,6.567464114832537
81,regulation of apoptotic signaling pathway (GO:2001233),5.602729152542968,3.5994755244755243
82,regulation of phosphate metabolic process (GO:0019220),5.579917277114499,2.1330225330225328
83,regulation of transferase activity (GO:0051338),5.574934373571744,2.4547242921013415
84,regulation of phosphorus metabolic process (GO:0051174),5.574330960803439,2.1315043675186023
85,macromolecule localization (GO:0033036),5.566401998497789,1.8358092653615041
86,regulation of leukocyte activation (GO:0002694),5.549824840749806,2.7364433811802233
87,negative regulation of signal transduction (GO:0009968),5.548774189391886,2.2335647645910175
88,negative regulation of protein metabolic process (GO:0051248),5.53564027940398,2.335168382481242
89,NADPH regeneration (GO:0006740),5.508955760779674,23.39659090909091
90,ketone catabolic process (GO:0042182),5.508955760779674,23.39659090909091
91,organic substance metabolic process (GO:0071704),5.499339963899829,1.361786764619037
92,regulation of anatomical structure morphogenesis (GO:0022603),5.498037396469337,2.4308146399055492
93,positive regulation of cell-matrix adhesion (GO:0001954),5.472302771540554,9.681347962382446
94,negative regulation of MAP kinase activity (GO:0043407),5.472302771540554,9.681347962382446
95,response to cytokine (GO:0034097),5.467608550041114,2.5481435643564354
96,positive regulation of cell death (GO:0010942),5.442340773061614,2.889458911585841
97,fat cell differentiation (GO:0045444),5.438713174643852,6.239090909090909
98,regulation of cytokine production involved in immune response (GO:0002718),5.438713174643852,6.239090909090909
99,protein localization (GO:0008104),5.428597158110477,1.9507319152967926
100,cellular macromolecule localization (GO:0070727),5.414582780819845,1.9446517119244393
101,lactate metabolic process (GO:0006089),5.401192446461951,22.020320855614973
102,positive regulation of transferase activity (GO:0051347),5.366403749500727,2.85517719568567
103,anatomical structure formation involved in morphogenesis (GO:0048646),5.355827061592583,2.3868998164428556
104,negative regulation of chemotaxis (GO:0050922),5.337404090681043,9.205216095380031
105,positive regulation of cell activation (GO:0050867),5.3231269357701345,3.0810325476992144
106,response to ketone (GO:1901654),5.219329157864914,4.543027360988526
107,lysosomal transport (GO:0007041),5.217912434882336,5.849147727272728
108,positive regulation of macrophage chemotaxis (GO:0010759),5.2026688590081775,19.702392344497607
109,regulation of leukocyte chemotaxis (GO:0002688),5.191406320970389,5.803805496828752
110,regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281),5.180017768091291,4.499344405594406
111,positive regulation of kinase activity (GO:0033674),5.170228356706838,3.0007651666970303
112,maintenance of protein location in cell (GO:0032507),5.16801847262423,8.638741258741257
